"k","frac_covered","gene","filter"
18,0.986570893191755,"KIF1A","Pass basic filters"
19,0.986883198001249,"KIF1A","Pass basic filters"
20,0.987195502810743,"KIF1A","Pass basic filters"
21,0.987507807620237,"KIF1A","Pass basic filters"
22,0.987820112429731,"KIF1A","Pass basic filters"
23,0.988132417239226,"KIF1A","Pass basic filters"
24,0.98844472204872,"KIF1A","Pass basic filters"
25,0.988757026858214,"KIF1A","Pass basic filters"
26,0.988757026858214,"KIF1A","Pass basic filters"
1,0.477826358525921,"KIF5B","Pass basic filters"
2,0.605559025608994,"KIF5B","Pass basic filters"
3,0.70893191755153,"KIF5B","Pass basic filters"
4,0.719550281074329,"KIF5B","Pass basic filters"
5,0.725484072454716,"KIF5B","Pass basic filters"
6,0.730168644597127,"KIF5B","Pass basic filters"
7,0.730793254216115,"KIF5B","Pass basic filters"
8,0.731105559025609,"KIF5B","Pass basic filters"
9,0.731417863835103,"KIF5B","Pass basic filters"
10,0.731417863835103,"KIF5B","Pass basic filters"
1,0.396939412866958,"MTOR","Pass basic filters"
2,0.571830106183635,"MTOR","Pass basic filters"
3,0.683322923173017,"MTOR","Pass basic filters"
4,0.737976264834478,"MTOR","Pass basic filters"
5,0.767957526545909,"MTOR","Pass basic filters"
6,0.783572767020612,"MTOR","Pass basic filters"
7,0.791692692067458,"MTOR","Pass basic filters"
8,0.798563397876327,"MTOR","Pass basic filters"
9,0.803247970018738,"MTOR","Pass basic filters"
10,0.807307932542161,"MTOR","Pass basic filters"
11,0.810430980637102,"MTOR","Pass basic filters"
12,0.812929419113054,"MTOR","Pass basic filters"
13,0.815115552779513,"MTOR","Pass basic filters"
14,0.816989381636477,"MTOR","Pass basic filters"
15,0.818238600874453,"MTOR","Pass basic filters"
16,0.81948782011243,"MTOR","Pass basic filters"
17,0.820737039350406,"MTOR","Pass basic filters"
18,0.821673953778888,"MTOR","Pass basic filters"
19,0.82261086820737,"MTOR","Pass basic filters"
20,0.823547782635853,"MTOR","Pass basic filters"
21,0.824172392254841,"MTOR","Pass basic filters"
22,0.824484697064335,"MTOR","Pass basic filters"
23,0.824797001873829,"MTOR","Pass basic filters"
24,0.825109306683323,"MTOR","Pass basic filters"
25,0.825421611492817,"MTOR","Pass basic filters"
26,0.825733916302311,"MTOR","Pass basic filters"
27,0.826046221111805,"MTOR","Pass basic filters"
28,0.826358525921299,"MTOR","Pass basic filters"
29,0.826670830730793,"MTOR","Pass basic filters"
30,0.826670830730793,"MTOR","Pass basic filters"
1,0.503123048094941,"NLRP3","Pass basic filters"
2,0.748594628357277,"NLRP3","Pass basic filters"
3,0.871018113678951,"NLRP3","Pass basic filters"
4,0.929106808244847,"NLRP3","Pass basic filters"
5,0.959088069956277,"NLRP3","Pass basic filters"
6,0.973454091193004,"NLRP3","Pass basic filters"
7,0.981261711430356,"NLRP3","Pass basic filters"
8,0.985633978763273,"NLRP3","Pass basic filters"
9,0.988757026858214,"NLRP3","Pass basic filters"
10,0.991255465334166,"NLRP3","Pass basic filters"
11,0.99312929419113,"NLRP3","Pass basic filters"
12,0.994066208619613,"NLRP3","Pass basic filters"
13,0.994378513429107,"NLRP3","Pass basic filters"
14,0.994690818238601,"NLRP3","Pass basic filters"
15,0.994690818238601,"NLRP3","Pass basic filters"
1,0.411305434103685,"PIK3CA","Pass basic filters"
2,0.564022485946284,"PIK3CA","Pass basic filters"
3,0.614615865084322,"PIK3CA","Pass basic filters"
4,0.643035602748282,"PIK3CA","Pass basic filters"
5,0.66208619612742,"PIK3CA","Pass basic filters"
6,0.674578388507183,"PIK3CA","Pass basic filters"
7,0.682386008744535,"PIK3CA","Pass basic filters"
8,0.687070580886946,"PIK3CA","Pass basic filters"
9,0.690818238600874,"PIK3CA","Pass basic filters"
10,0.693316677076827,"PIK3CA","Pass basic filters"
11,0.693941286695815,"PIK3CA","Pass basic filters"
12,0.694565896314803,"PIK3CA","Pass basic filters"
13,0.694878201124297,"PIK3CA","Pass basic filters"
14,0.695190505933791,"PIK3CA","Pass basic filters"
15,0.695502810743285,"PIK3CA","Pass basic filters"
16,0.69581511555278,"PIK3CA","Pass basic filters"
17,0.696127420362274,"PIK3CA","Pass basic filters"
18,0.696439725171768,"PIK3CA","Pass basic filters"
19,0.696752029981262,"PIK3CA","Pass basic filters"
20,0.697064334790756,"PIK3CA","Pass basic filters"
21,0.69737663960025,"PIK3CA","Pass basic filters"
22,0.697688944409744,"PIK3CA","Pass basic filters"
23,0.697688944409744,"PIK3CA","Pass basic filters"
1,0.48001249219238,"RELA","Pass basic filters"
2,0.61211742660837,"RELA","Pass basic filters"
3,0.633354153653966,"RELA","Pass basic filters"
4,0.642723297938788,"RELA","Pass basic filters"
5,0.643347907557776,"RELA","Pass basic filters"
6,0.643347907557776,"RELA","Pass basic filters"
1,0.507183010618364,"SCN2A","Pass basic filters"
2,0.741723922548407,"SCN2A","Pass basic filters"
3,0.8579013116802,"SCN2A","Pass basic filters"
4,0.909431605246721,"SCN2A","Pass basic filters"
5,0.937851342910681,"SCN2A","Pass basic filters"
6,0.950031230480949,"SCN2A","Pass basic filters"
7,0.957214241099313,"SCN2A","Pass basic filters"
8,0.959400374765771,"SCN2A","Pass basic filters"
9,0.960961898813242,"SCN2A","Pass basic filters"
10,0.962523422860712,"SCN2A","Pass basic filters"
11,0.963460337289194,"SCN2A","Pass basic filters"
12,0.964084946908182,"SCN2A","Pass basic filters"
13,0.96470955652717,"SCN2A","Pass basic filters"
14,0.965021861336665,"SCN2A","Pass basic filters"
15,0.965334166146159,"SCN2A","Pass basic filters"
16,0.965646470955653,"SCN2A","Pass basic filters"
17,0.965958775765147,"SCN2A","Pass basic filters"
18,0.966271080574641,"SCN2A","Pass basic filters"
19,0.966583385384135,"SCN2A","Pass basic filters"
20,0.966895690193629,"SCN2A","Pass basic filters"
21,0.967207995003123,"SCN2A","Pass basic filters"
22,0.967520299812617,"SCN2A","Pass basic filters"
23,0.967520299812617,"SCN2A","Pass basic filters"
1,0.429419113054341,"SCN8A","Pass basic filters"
2,0.648344784509681,"SCN8A","Pass basic filters"
3,0.765146783260462,"SCN8A","Pass basic filters"
4,0.841349156777014,"SCN8A","Pass basic filters"
5,0.887570268582136,"SCN8A","Pass basic filters"
6,0.910680824484697,"SCN8A","Pass basic filters"
7,0.921611492816989,"SCN8A","Pass basic filters"
8,0.925983760149906,"SCN8A","Pass basic filters"
9,0.929731417863835,"SCN8A","Pass basic filters"
10,0.932542161149282,"SCN8A","Pass basic filters"
11,0.93472829481574,"SCN8A","Pass basic filters"
12,0.93628981886321,"SCN8A","Pass basic filters"
13,0.937851342910681,"SCN8A","Pass basic filters"
14,0.939100562148657,"SCN8A","Pass basic filters"
15,0.940037476577139,"SCN8A","Pass basic filters"
16,0.940349781386633,"SCN8A","Pass basic filters"
17,0.940662086196127,"SCN8A","Pass basic filters"
18,0.940974391005622,"SCN8A","Pass basic filters"
19,0.941286695815116,"SCN8A","Pass basic filters"
20,0.94159900062461,"SCN8A","Pass basic filters"
21,0.941911305434104,"SCN8A","Pass basic filters"
22,0.942223610243598,"SCN8A","Pass basic filters"
23,0.942535915053092,"SCN8A","Pass basic filters"
24,0.942848219862586,"SCN8A","Pass basic filters"
25,0.942848219862586,"SCN8A","Pass basic filters"
1,0.422860712054966,"SPTAN1","Pass basic filters"
2,0.590256089943785,"SPTAN1","Pass basic filters"
3,0.689256714553404,"SPTAN1","Pass basic filters"
4,0.727982510930668,"SPTAN1","Pass basic filters"
5,0.757651467832605,"SPTAN1","Pass basic filters"
6,0.769206745783885,"SPTAN1","Pass basic filters"
7,0.777014366021237,"SPTAN1","Pass basic filters"
8,0.780449718925671,"SPTAN1","Pass basic filters"
9,0.78263585259213,"SPTAN1","Pass basic filters"
10,0.784821986258588,"SPTAN1","Pass basic filters"
11,0.786383510306059,"SPTAN1","Pass basic filters"
12,0.787945034353529,"SPTAN1","Pass basic filters"
13,0.789194253591505,"SPTAN1","Pass basic filters"
14,0.790443472829482,"SPTAN1","Pass basic filters"
15,0.791380387257964,"SPTAN1","Pass basic filters"
16,0.792317301686446,"SPTAN1","Pass basic filters"
17,0.793254216114928,"SPTAN1","Pass basic filters"
18,0.793878825733916,"SPTAN1","Pass basic filters"
19,0.794503435352904,"SPTAN1","Pass basic filters"
20,0.795128044971893,"SPTAN1","Pass basic filters"
21,0.795440349781387,"SPTAN1","Pass basic filters"
22,0.795752654590881,"SPTAN1","Pass basic filters"
23,0.796064959400375,"SPTAN1","Pass basic filters"
24,0.796064959400375,"SPTAN1","Pass basic filters"
1,0.433479075577764,"SPTLC1","Pass basic filters"
2,0.599312929419113,"SPTLC1","Pass basic filters"
3,0.688632104934416,"SPTLC1","Pass basic filters"
4,0.751093066833229,"SPTLC1","Pass basic filters"
5,0.773579013116802,"SPTLC1","Pass basic filters"
6,0.780449718925671,"SPTLC1","Pass basic filters"
7,0.7841973766396,"SPTLC1","Pass basic filters"
8,0.786695815115553,"SPTLC1","Pass basic filters"
9,0.788881948782011,"SPTLC1","Pass basic filters"
10,0.790755777638976,"SPTLC1","Pass basic filters"
11,0.792317301686446,"SPTLC1","Pass basic filters"
12,0.793566520924422,"SPTLC1","Pass basic filters"
13,0.794503435352904,"SPTLC1","Pass basic filters"
14,0.795440349781387,"SPTLC1","Pass basic filters"
15,0.796064959400375,"SPTLC1","Pass basic filters"
16,0.796377264209869,"SPTLC1","Pass basic filters"
17,0.796689569019363,"SPTLC1","Pass basic filters"
18,0.797001873828857,"SPTLC1","Pass basic filters"
19,0.797314178638351,"SPTLC1","Pass basic filters"
20,0.797626483447845,"SPTLC1","Pass basic filters"
21,0.797938788257339,"SPTLC1","Pass basic filters"
22,0.797938788257339,"SPTLC1","Pass basic filters"
1,0.485321673953779,"STAT1","Pass basic filters"
2,0.704247345409119,"STAT1","Pass basic filters"
3,0.810430980637102,"STAT1","Pass basic filters"
4,0.860399750156152,"STAT1","Pass basic filters"
5,0.886008744534666,"STAT1","Pass basic filters"
6,0.902248594628357,"STAT1","Pass basic filters"
7,0.910680824484697,"STAT1","Pass basic filters"
8,0.914428482198626,"STAT1","Pass basic filters"
9,0.917239225484072,"STAT1","Pass basic filters"
10,0.919737663960025,"STAT1","Pass basic filters"
11,0.921923797626483,"STAT1","Pass basic filters"
12,0.923485321673954,"STAT1","Pass basic filters"
13,0.924422236102436,"STAT1","Pass basic filters"
14,0.925359150530918,"STAT1","Pass basic filters"
15,0.9262960649594,"STAT1","Pass basic filters"
16,0.926608369768894,"STAT1","Pass basic filters"
17,0.926920674578389,"STAT1","Pass basic filters"
18,0.927232979387883,"STAT1","Pass basic filters"
19,0.927545284197377,"STAT1","Pass basic filters"
20,0.927857589006871,"STAT1","Pass basic filters"
21,0.927857589006871,"STAT1","Pass basic filters"
1,0.457838850718301,"STAT3","Pass basic filters"
2,0.655527795128045,"STAT3","Pass basic filters"
3,0.762336039975016,"STAT3","Pass basic filters"
4,0.79262960649594,"STAT3","Pass basic filters"
5,0.806058713304185,"STAT3","Pass basic filters"
6,0.813554028732043,"STAT3","Pass basic filters"
7,0.81948782011243,"STAT3","Pass basic filters"
8,0.824797001873829,"STAT3","Pass basic filters"
9,0.828856964397252,"STAT3","Pass basic filters"
10,0.831667707682698,"STAT3","Pass basic filters"
11,0.833229231730169,"STAT3","Pass basic filters"
12,0.834166146158651,"STAT3","Pass basic filters"
13,0.834790755777639,"STAT3","Pass basic filters"
14,0.835415365396627,"STAT3","Pass basic filters"
15,0.836039975015615,"STAT3","Pass basic filters"
16,0.836664584634603,"STAT3","Pass basic filters"
17,0.836976889444097,"STAT3","Pass basic filters"
18,0.837289194253591,"STAT3","Pass basic filters"
19,0.837601499063086,"STAT3","Pass basic filters"
20,0.83791380387258,"STAT3","Pass basic filters"
21,0.838226108682074,"STAT3","Pass basic filters"
22,0.838538413491568,"STAT3","Pass basic filters"
23,0.838538413491568,"STAT3","Pass basic filters"
1,0.496252342286071,"ABCC8","Pass specificity filters"
2,0.733916302311056,"ABCC8","Pass specificity filters"
3,0.84103685196752,"ABCC8","Pass specificity filters"
4,0.898813241723923,"ABCC8","Pass specificity filters"
5,0.931917551530294,"ABCC8","Pass specificity filters"
6,0.954403497813866,"ABCC8","Pass specificity filters"
7,0.965021861336665,"ABCC8","Pass specificity filters"
8,0.970955652717052,"ABCC8","Pass specificity filters"
9,0.974078700811993,"ABCC8","Pass specificity filters"
10,0.975640224859463,"ABCC8","Pass specificity filters"
11,0.977201748906933,"ABCC8","Pass specificity filters"
12,0.978450968144909,"ABCC8","Pass specificity filters"
13,0.979387882573392,"ABCC8","Pass specificity filters"
14,0.980324797001874,"ABCC8","Pass specificity filters"
15,0.980637101811368,"ABCC8","Pass specificity filters"
16,0.980949406620862,"ABCC8","Pass specificity filters"
17,0.981261711430356,"ABCC8","Pass specificity filters"
18,0.98157401623985,"ABCC8","Pass specificity filters"
19,0.98157401623985,"ABCC8","Pass specificity filters"
1,0.475327920049969,"AKT1","Pass specificity filters"
2,0.696127420362274,"AKT1","Pass specificity filters"
3,0.810118675827608,"AKT1","Pass specificity filters"
4,0.863835103060587,"AKT1","Pass specificity filters"
5,0.895065584009994,"AKT1","Pass specificity filters"
6,0.912242348532167,"AKT1","Pass specificity filters"
7,0.918800749531543,"AKT1","Pass specificity filters"
8,0.924109931292942,"AKT1","Pass specificity filters"
9,0.928169893816365,"AKT1","Pass specificity filters"
10,0.930980637101811,"AKT1","Pass specificity filters"
11,0.933791380387258,"AKT1","Pass specificity filters"
12,0.93628981886321,"AKT1","Pass specificity filters"
13,0.937851342910681,"AKT1","Pass specificity filters"
14,0.939100562148657,"AKT1","Pass specificity filters"
15,0.940037476577139,"AKT1","Pass specificity filters"
16,0.940662086196127,"AKT1","Pass specificity filters"
17,0.941286695815116,"AKT1","Pass specificity filters"
18,0.94159900062461,"AKT1","Pass specificity filters"
19,0.941911305434104,"AKT1","Pass specificity filters"
20,0.942223610243598,"AKT1","Pass specificity filters"
21,0.942535915053092,"AKT1","Pass specificity filters"
22,0.942535915053092,"AKT1","Pass specificity filters"
1,0.484384759525297,"CARD11","Pass specificity filters"
2,0.728294815740162,"CARD11","Pass specificity filters"
3,0.851967520299813,"CARD11","Pass specificity filters"
4,0.915053091817614,"CARD11","Pass specificity filters"
5,0.950968144909432,"CARD11","Pass specificity filters"
6,0.968769519050593,"CARD11","Pass specificity filters"
7,0.978138663335415,"CARD11","Pass specificity filters"
8,0.983760149906309,"CARD11","Pass specificity filters"
9,0.986883198001249,"CARD11","Pass specificity filters"
10,0.989069331667708,"CARD11","Pass specificity filters"
11,0.990318550905684,"CARD11","Pass specificity filters"
12,0.991255465334166,"CARD11","Pass specificity filters"
13,0.991880074953154,"CARD11","Pass specificity filters"
14,0.992504684572142,"CARD11","Pass specificity filters"
15,0.992816989381636,"CARD11","Pass specificity filters"
16,0.99312929419113,"CARD11","Pass specificity filters"
17,0.99312929419113,"CARD11","Pass specificity filters"
1,0.487507807620237,"COL1A1","Pass specificity filters"
2,0.68738288569644,"COL1A1","Pass specificity filters"
3,0.805121798875703,"COL1A1","Pass specificity filters"
4,0.847595252966896,"COL1A1","Pass specificity filters"
5,0.870081199250468,"COL1A1","Pass specificity filters"
6,0.886945658963148,"COL1A1","Pass specificity filters"
7,0.900687070580887,"COL1A1","Pass specificity filters"
8,0.90787008119925,"COL1A1","Pass specificity filters"
9,0.912554653341661,"COL1A1","Pass specificity filters"
10,0.915990006246096,"COL1A1","Pass specificity filters"
11,0.916926920674578,"COL1A1","Pass specificity filters"
12,0.917551530293567,"COL1A1","Pass specificity filters"
13,0.917551530293567,"COL1A1","Pass specificity filters"
1,0.487507807620237,"COL1A2","Pass specificity filters"
2,0.68738288569644,"COL1A2","Pass specificity filters"
3,0.784821986258588,"COL1A2","Pass specificity filters"
4,0.842598376014991,"COL1A2","Pass specificity filters"
5,0.871642723297939,"COL1A2","Pass specificity filters"
6,0.884447220487195,"COL1A2","Pass specificity filters"
7,0.890068707058089,"COL1A2","Pass specificity filters"
8,0.892567145534041,"COL1A2","Pass specificity filters"
9,0.894128669581512,"COL1A2","Pass specificity filters"
10,0.895690193628982,"COL1A2","Pass specificity filters"
11,0.896939412866958,"COL1A2","Pass specificity filters"
12,0.898188632104934,"COL1A2","Pass specificity filters"
13,0.898500936914428,"COL1A2","Pass specificity filters"
14,0.898813241723923,"COL1A2","Pass specificity filters"
15,0.899125546533417,"COL1A2","Pass specificity filters"
16,0.899437851342911,"COL1A2","Pass specificity filters"
17,0.899750156152405,"COL1A2","Pass specificity filters"
18,0.900062460961899,"COL1A2","Pass specificity filters"
19,0.900062460961899,"COL1A2","Pass specificity filters"
1,0.507807620237352,"COL2A1","Pass specificity filters"
2,0.725171767645222,"COL2A1","Pass specificity filters"
3,0.786383510306059,"COL2A1","Pass specificity filters"
4,0.822923173016864,"COL2A1","Pass specificity filters"
5,0.846970643347908,"COL2A1","Pass specificity filters"
6,0.863210493441599,"COL2A1","Pass specificity filters"
7,0.873204247345409,"COL2A1","Pass specificity filters"
8,0.878825733916302,"COL2A1","Pass specificity filters"
9,0.883198001249219,"COL2A1","Pass specificity filters"
10,0.886633354153654,"COL2A1","Pass specificity filters"
11,0.889444097439101,"COL2A1","Pass specificity filters"
12,0.891942535915053,"COL2A1","Pass specificity filters"
13,0.894128669581512,"COL2A1","Pass specificity filters"
14,0.895065584009994,"COL2A1","Pass specificity filters"
15,0.896002498438476,"COL2A1","Pass specificity filters"
16,0.896627108057464,"COL2A1","Pass specificity filters"
17,0.897251717676452,"COL2A1","Pass specificity filters"
18,0.89787632729544,"COL2A1","Pass specificity filters"
19,0.898188632104934,"COL2A1","Pass specificity filters"
20,0.898500936914428,"COL2A1","Pass specificity filters"
21,0.898813241723923,"COL2A1","Pass specificity filters"
22,0.899125546533417,"COL2A1","Pass specificity filters"
23,0.899437851342911,"COL2A1","Pass specificity filters"
24,0.899750156152405,"COL2A1","Pass specificity filters"
25,0.899750156152405,"COL2A1","Pass specificity filters"
1,0.466583385384135,"KCNJ11","Pass specificity filters"
2,0.615865084322299,"KCNJ11","Pass specificity filters"
3,0.665209244222361,"KCNJ11","Pass specificity filters"
4,0.688319800124922,"KCNJ11","Pass specificity filters"
5,0.699562773266708,"KCNJ11","Pass specificity filters"
6,0.708619612742036,"KCNJ11","Pass specificity filters"
7,0.715490318550906,"KCNJ11","Pass specificity filters"
8,0.718301061836352,"KCNJ11","Pass specificity filters"
9,0.720799500312305,"KCNJ11","Pass specificity filters"
10,0.722048719550281,"KCNJ11","Pass specificity filters"
11,0.722673329169269,"KCNJ11","Pass specificity filters"
12,0.722673329169269,"KCNJ11","Pass specificity filters"
1,0.495003123048095,"KCNQ2","Pass specificity filters"
2,0.69050593379138,"KCNQ2","Pass specificity filters"
3,0.788881948782011,"KCNQ2","Pass specificity filters"
4,0.845096814490943,"KCNQ2","Pass specificity filters"
5,0.87632729544035,"KCNQ2","Pass specificity filters"
6,0.895065584009994,"KCNQ2","Pass specificity filters"
7,0.908494690818239,"KCNQ2","Pass specificity filters"
8,0.916926920674578,"KCNQ2","Pass specificity filters"
9,0.924422236102436,"KCNQ2","Pass specificity filters"
10,0.929106808244847,"KCNQ2","Pass specificity filters"
11,0.93316677076827,"KCNQ2","Pass specificity filters"
12,0.935665209244222,"KCNQ2","Pass specificity filters"
13,0.937851342910681,"KCNQ2","Pass specificity filters"
14,0.940037476577139,"KCNQ2","Pass specificity filters"
15,0.94159900062461,"KCNQ2","Pass specificity filters"
16,0.942848219862586,"KCNQ2","Pass specificity filters"
17,0.944097439100562,"KCNQ2","Pass specificity filters"
18,0.945034353529044,"KCNQ2","Pass specificity filters"
19,0.945658963148032,"KCNQ2","Pass specificity filters"
20,0.946283572767021,"KCNQ2","Pass specificity filters"
21,0.946595877576515,"KCNQ2","Pass specificity filters"
22,0.946908182386009,"KCNQ2","Pass specificity filters"
23,0.947220487195503,"KCNQ2","Pass specificity filters"
24,0.947532792004997,"KCNQ2","Pass specificity filters"
25,0.947845096814491,"KCNQ2","Pass specificity filters"
26,0.948157401623985,"KCNQ2","Pass specificity filters"
27,0.948469706433479,"KCNQ2","Pass specificity filters"
28,0.948782011242973,"KCNQ2","Pass specificity filters"
29,0.949094316052467,"KCNQ2","Pass specificity filters"
30,0.949406620861961,"KCNQ2","Pass specificity filters"
31,0.949406620861961,"KCNQ2","Pass specificity filters"
1,0.500936914428482,"KIF1A","Pass specificity filters"
2,0.716427232979388,"KIF1A","Pass specificity filters"
3,0.826046221111805,"KIF1A","Pass specificity filters"
4,0.892254840724547,"KIF1A","Pass specificity filters"
5,0.924422236102436,"KIF1A","Pass specificity filters"
6,0.943785134291068,"KIF1A","Pass specificity filters"
7,0.957526545908807,"KIF1A","Pass specificity filters"
8,0.965958775765147,"KIF1A","Pass specificity filters"
9,0.972204871955028,"KIF1A","Pass specificity filters"
10,0.975327920049969,"KIF1A","Pass specificity filters"
11,0.977201748906933,"KIF1A","Pass specificity filters"
12,0.978763272954403,"KIF1A","Pass specificity filters"
13,0.98001249219238,"KIF1A","Pass specificity filters"
14,0.981261711430356,"KIF1A","Pass specificity filters"
15,0.982198625858838,"KIF1A","Pass specificity filters"
16,0.98313554028732,"KIF1A","Pass specificity filters"
17,0.983760149906309,"KIF1A","Pass specificity filters"
18,0.984384759525297,"KIF1A","Pass specificity filters"
19,0.984697064334791,"KIF1A","Pass specificity filters"
20,0.985009369144285,"KIF1A","Pass specificity filters"
21,0.985321673953779,"KIF1A","Pass specificity filters"
22,0.985321673953779,"KIF1A","Pass specificity filters"
1,0.477826358525921,"KIF5B","Pass specificity filters"
2,0.605559025608994,"KIF5B","Pass specificity filters"
3,0.611805121798876,"KIF5B","Pass specificity filters"
4,0.61524047470331,"KIF5B","Pass specificity filters"
5,0.618051217988757,"KIF5B","Pass specificity filters"
6,0.618363522798251,"KIF5B","Pass specificity filters"
7,0.618363522798251,"KIF5B","Pass specificity filters"
1,0.388507183010618,"MTOR","Pass specificity filters"
2,0.512179887570269,"MTOR","Pass specificity filters"
3,0.557776389756402,"MTOR","Pass specificity filters"
4,0.565896314803248,"MTOR","Pass specificity filters"
5,0.5737039350406,"MTOR","Pass specificity filters"
6,0.577763897564022,"MTOR","Pass specificity filters"
7,0.581511555277951,"MTOR","Pass specificity filters"
8,0.584634603372892,"MTOR","Pass specificity filters"
9,0.586508432229856,"MTOR","Pass specificity filters"
10,0.587445346658339,"MTOR","Pass specificity filters"
11,0.588382261086821,"MTOR","Pass specificity filters"
12,0.589006870705809,"MTOR","Pass specificity filters"
13,0.589631480324797,"MTOR","Pass specificity filters"
14,0.589943785134291,"MTOR","Pass specificity filters"
15,0.590256089943785,"MTOR","Pass specificity filters"
16,0.590568394753279,"MTOR","Pass specificity filters"
17,0.590880699562773,"MTOR","Pass specificity filters"
18,0.591193004372267,"MTOR","Pass specificity filters"
19,0.591193004372267,"MTOR","Pass specificity filters"
1,0.490318550905684,"NLRP3","Pass specificity filters"
2,0.735477826358526,"NLRP3","Pass specificity filters"
3,0.860712054965647,"NLRP3","Pass specificity filters"
4,0.915990006246096,"NLRP3","Pass specificity filters"
5,0.943472829481574,"NLRP3","Pass specificity filters"
6,0.9631480324797,"NLRP3","Pass specificity filters"
7,0.97158026233604,"NLRP3","Pass specificity filters"
8,0.975640224859463,"NLRP3","Pass specificity filters"
9,0.978450968144909,"NLRP3","Pass specificity filters"
10,0.981261711430356,"NLRP3","Pass specificity filters"
11,0.98313554028732,"NLRP3","Pass specificity filters"
12,0.984697064334791,"NLRP3","Pass specificity filters"
13,0.985946283572767,"NLRP3","Pass specificity filters"
14,0.986883198001249,"NLRP3","Pass specificity filters"
15,0.987507807620237,"NLRP3","Pass specificity filters"
16,0.987820112429731,"NLRP3","Pass specificity filters"
17,0.988132417239226,"NLRP3","Pass specificity filters"
18,0.98844472204872,"NLRP3","Pass specificity filters"
19,0.988757026858214,"NLRP3","Pass specificity filters"
20,0.988757026858214,"NLRP3","Pass specificity filters"
1,0.410993129294191,"PIK3CA","Pass specificity filters"
2,0.56371018113679,"PIK3CA","Pass specificity filters"
3,0.614928169893816,"PIK3CA","Pass specificity filters"
4,0.633978763272954,"PIK3CA","Pass specificity filters"
5,0.652404747033104,"PIK3CA","Pass specificity filters"
6,0.66052467207995,"PIK3CA","Pass specificity filters"
7,0.663647720174891,"PIK3CA","Pass specificity filters"
8,0.664272329793879,"PIK3CA","Pass specificity filters"
9,0.664896939412867,"PIK3CA","Pass specificity filters"
10,0.665209244222361,"PIK3CA","Pass specificity filters"
11,0.665209244222361,"PIK3CA","Pass specificity filters"
1,0.48001249219238,"RELA","Pass specificity filters"
2,0.61211742660837,"RELA","Pass specificity filters"
3,0.627732667083073,"RELA","Pass specificity filters"
4,0.627732667083073,"RELA","Pass specificity filters"
1,0.478138663335415,"SCN2A","Pass specificity filters"
2,0.71736414740787,"SCN2A","Pass specificity filters"
3,0.824797001873829,"SCN2A","Pass specificity filters"
4,0.881011867582761,"SCN2A","Pass specificity filters"
5,0.910993129294191,"SCN2A","Pass specificity filters"
6,0.925046845721424,"SCN2A","Pass specificity filters"
7,0.931917551530294,"SCN2A","Pass specificity filters"
8,0.93628981886321,"SCN2A","Pass specificity filters"
9,0.939412866958151,"SCN2A","Pass specificity filters"
10,0.94159900062461,"SCN2A","Pass specificity filters"
11,0.942535915053092,"SCN2A","Pass specificity filters"
12,0.943472829481574,"SCN2A","Pass specificity filters"
13,0.944409743910056,"SCN2A","Pass specificity filters"
14,0.94472204871955,"SCN2A","Pass specificity filters"
15,0.945034353529044,"SCN2A","Pass specificity filters"
16,0.945346658338538,"SCN2A","Pass specificity filters"
17,0.945658963148032,"SCN2A","Pass specificity filters"
18,0.945658963148032,"SCN2A","Pass specificity filters"
1,0.429419113054341,"SCN8A","Pass specificity filters"
2,0.648344784509681,"SCN8A","Pass specificity filters"
3,0.763585259212992,"SCN8A","Pass specificity filters"
4,0.832916926920675,"SCN8A","Pass specificity filters"
5,0.857276702061212,"SCN8A","Pass specificity filters"
6,0.865396627108057,"SCN8A","Pass specificity filters"
7,0.870393504059963,"SCN8A","Pass specificity filters"
8,0.874141161773891,"SCN8A","Pass specificity filters"
9,0.875390381011868,"SCN8A","Pass specificity filters"
10,0.87632729544035,"SCN8A","Pass specificity filters"
11,0.877264209868832,"SCN8A","Pass specificity filters"
12,0.877576514678326,"SCN8A","Pass specificity filters"
13,0.87788881948782,"SCN8A","Pass specificity filters"
14,0.87788881948782,"SCN8A","Pass specificity filters"
1,0.390381011867583,"SPTAN1","Pass specificity filters"
2,0.471892567145534,"SPTAN1","Pass specificity filters"
3,0.51998750780762,"SPTAN1","Pass specificity filters"
4,0.5368519675203,"SPTAN1","Pass specificity filters"
5,0.540287320424735,"SPTAN1","Pass specificity filters"
6,0.543410368519675,"SPTAN1","Pass specificity filters"
7,0.546221111805122,"SPTAN1","Pass specificity filters"
8,0.54840724547158,"SPTAN1","Pass specificity filters"
9,0.550281074328545,"SPTAN1","Pass specificity filters"
10,0.551530293566521,"SPTAN1","Pass specificity filters"
11,0.552154903185509,"SPTAN1","Pass specificity filters"
12,0.552779512804497,"SPTAN1","Pass specificity filters"
13,0.553404122423485,"SPTAN1","Pass specificity filters"
14,0.553716427232979,"SPTAN1","Pass specificity filters"
15,0.554028732042473,"SPTAN1","Pass specificity filters"
16,0.554028732042473,"SPTAN1","Pass specificity filters"
1,0.393191755153029,"SPTLC1","Pass specificity filters"
2,0.578388507183011,"SPTLC1","Pass specificity filters"
3,0.650843222985634,"SPTLC1","Pass specificity filters"
4,0.694565896314803,"SPTLC1","Pass specificity filters"
5,0.730168644597127,"SPTLC1","Pass specificity filters"
6,0.735165521549032,"SPTLC1","Pass specificity filters"
